帖子编号,固定链接,发布消息,类型,国家/地区,语言,发了帖子,受众定位,广告发布期间帖子总覆盖人数,广告发布期间帖子自然覆盖人数,广告发布期间帖子付费覆盖人数,广告发布期间帖子总展示次数,广告发布期间帖子自然展示次数,广告发布期间帖子付费展示次数,广告发布期间互动用户人数,广告发布期间帖子消费者人数,广告发布期间帖子使用量,广告发布期间的负面反馈,广告发布期间用户负面反馈次数,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子覆盖人数（按赞主页的用户）,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子对赞主页用户的付费覆盖人数,广告发布期间赞主页和与帖子互动的用户人数,"广告发布期间 95% 自然观看量","广告发布期间 95% 自然观看量","广告发布期间 95% 视频付费观看量","广告发布期间 95% 视频付费观看量",广告发布期间视频自然观看量,广告发布期间视频自然观看量,广告发布期间视频付费观看量,广告发布期间视频付费观看量,广告发布期间的视频平均观看时间,视频总时长,"广告发布期间（帖子）谈论次数（按操作类型） - share","广告发布期间（帖子）谈论次数（按操作类型） - like","广告发布期间（帖子）谈论次数（按操作类型） - comment","广告发布期间的帖子动态（按操作类型） - share","广告发布期间的帖子动态（按操作类型） - like","广告发布期间的帖子动态（按操作类型） - comment","广告发布期间帖子消费者（按类型） - other clicks","广告发布期间帖子消费者（按类型） - photo view","广告发布期间帖子消费者（按类型） - video play","广告发布期间帖子消费者（按类型） - link clicks","广告发布期间帖子使用量 - 按类型 - other clicks","广告发布期间帖子使用量 - 按类型 - photo view","广告发布期间帖子使用量 - 按类型 - video play","广告发布期间帖子使用量 - 按类型 - link clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_all_clicks","广告发布期间用户负面反馈次数 - 按类型 - unlike_page_clicks","广告发布期间用户负面反馈次数 - 按类型 - report_spam_clicks","广告发布期间的负面反馈 - hide_clicks","广告发布期间的负面反馈 - hide_all_clicks","广告发布期间的负面反馈 - unlike_page_clicks","广告发布期间的负面反馈 - report_spam_clicks"
169799706487474_1233850190082415,https://www.facebook.com/CGTNFrancais/posts/1233850190082415,"La première visite officielle d'Emmanuel Macron en Chine s'achève aujourd'hui. Répondez à notre petit sondage !",Link,,,"01/10/2018 11:00:02 AM"," ",57310,57098,0,114019,113287,0,1390,769,872,9,9,111294,55790,0,0,1345,0,0,0,0,0,0,0,0,0,0,13,679,13,13,691,17,365,48,,407,381,52,,439,5,4,,,5,4,,
169799706487474_1233681413432626,https://www.facebook.com/CGTNFrancais/posts/1233681413432626,"Voici un Parc de glace et de neige à Arxan, dans la région autonome de Mongolie intérieure (nord de la Chine). Les sculptures de glace et de neige créent un monde fantastique et attirent de nombreux touristes.",Photo,,,"01/10/2018 10:30:00 AM"," ",54703,54588,0,95488,95200,0,1406,749,909,6,6,93929,54171,0,0,1358,0,0,0,0,0,0,0,0,0,0,11,681,5,15,702,6,319,474,,3,415,491,,3,3,3,,,3,3,,
169799706487474_1233678843432883,https://www.facebook.com/CGTNFrancais/posts/1233678843432883,"Vêtue d’un petit manteau rouge, la princesse Charlotte a posé le 8 janvier pour une série de photos enregistrant son look pour le premier jour à la maternelle. La fille du duc et la duchesse de Cambridge entre ce mois-ci à la maternelle Willcocks, située près du palais Kensington à Londres. Elle y suivra des cours tels que le français, la poterie et la poésie.",Photo,,,"01/10/2018 09:30:00 AM"," ",125557,124942,0,222745,221464,0,6823,3720,4713,11,11,219109,123264,0,0,6673,0,0,0,0,0,0,0,0,0,0,39,3085,26,43,3185,27,1294,2823,,1,1635,3077,,1,4,6,,1,4,6,,1
169799706487474_1233686413432126,https://www.facebook.com/CGTNFrancais/posts/1233686413432126,"#CultureChinoise La #Chine ouvrira un centre culturel pour promouvoir la culture chinoise en Jordanie et renforcer les relations entre les deux pays, a annoncé lundi l'ambassadeur de Chine en #Jordanie, Pan Weifang. L'ambassadeur s'est exprimé à ce propos lors d'une conférence de presse en présence du ministre jordanien de la Culture, Nabih Shuqum. A cette occasion, les deux hommes ont signé un accord sur le lancement du centre dans la capitale jordanienne, Amman.",Photo,,,"01/10/2018 07:59:00 AM"," ",50194,50031,0,87263,86659,0,1119,595,701,3,3,85544,49407,0,0,1068,0,0,0,0,0,0,0,0,0,0,15,535,1,16,545,1,248,366,,1,294,406,,1,1,2,,,1,2,,
169799706487474_1233806053420162,https://www.facebook.com/CGTNFrancais/videos/1233806053420162/,"Lors d'une conférence de presse tenue mardi à Beijing, les autorités sanitaires se sont penchées sur ce que beaucoup considèrent, comme la pire épidémie de grippe au pays depuis des années.",Video,,,"01/10/2018 07:28:00 AM"," ",24982,24739,0,40316,39767,0,1474,1143,1901,4,4,38673,24239,0,0,1231,116,118,0,0,1972,2096,0,0,3398,47274,20,391,2,23,393,2,901,14,638,,1182,15,704,,2,2,,,2,2,,
169799706487474_1233823330085101,https://www.facebook.com/CGTNFrancais/posts/1233823330085101,"Un garçon âgé de 9 ans, qui a bravé le froid pour se rendre à son examen de fin d'année, a récemment fait le buzz sur Weibo, le réseau social le plus populaire en Chine. Élève de CE2 au sein d'une école du comté de Ludian, dans la ville de Zhaotong, au sein de la province du Yunnan, dans le sud-ouest de la Chine, ce garçon a marché plus d'une heure pour parcourir les 4,5 km qui séparent son domicile de l'école, avec une température extérieure de -9 degrés celcius ! Si le petit-déjeuner et le déjeuner sont fournis par l'école, il n'y a pas de chauffage au sein de l'établissement... Mais malgré les conditions difficiles, le jeune écolier aurait tout de même réussi à obtenir 99/100 à son examen, selon une journaliste localière ! (Photos vcg) #école #froid #neige #difficile #écolier #élève #hiver #chine #china #student #school #winter #freezing #freeze #geler #gel",Photo,,,"01/10/2018 07:00:00 AM"," ",280409,266044,0,502374,478339,0,15413,11709,14937,36,37,474623,263462,0,0,13975,0,0,0,0,0,0,0,0,0,0,263,5003,191,276,5160,239,6661,6532,,1,7971,6965,,1,15,22,,,15,22,,
169799706487474_1233780603422707,https://www.facebook.com/CGTNFrancais/videos/1233780603422707/,"#MacronEnChine La visite d'État du Président français Emmanuel Macron en Chine cette semaine apporte l'espoir d'une plus grande coopération économique entre les deux pays. Et comme le rapporte notre journaliste, le voyage de Monsieur Macron a rempli d'enthousiasme les institutions financières chinoises désireuses de voir plus de coopération entre la France et la Chine dans le développement de la finance verte.",Video,,,"01/10/2018 06:30:00 AM"," ",34422,34232,0,57806,57420,0,1998,1791,3035,4,4,54867,32149,0,0,1723,90,94,0,0,4251,4470,0,0,7196,190654,23,296,4,27,294,6,1550,11,966,,1970,13,1052,,1,3,,,1,3,,
169799706487474_1233678380099596,https://www.facebook.com/CGTNFrancais/posts/1233678380099596,"La #Chine a lancé mardi une paire de #satellites de télédétection à haute résolution depuis le Centre de lancement de satellites de Taiyuan, dans la province septentrionale du Shanxi. Ces satellites, SuperView-1 03/04, ont été lancés mardi à 11h24 (heure de Beijing) grâce à une fusée Longue Marche 2D, selon le centre.",Photo,,,"01/10/2018 05:30:00 AM"," ",72329,71343,0,127980,125526,0,2663,1157,1261,5,5,124086,70320,0,0,2563,0,0,0,0,0,0,0,0,0,0,64,1608,4,72,1631,5,475,727,,,509,752,,,3,2,,,3,2,,
169799706487474_1233834450083989,https://www.facebook.com/CGTNFrancais/posts/1233834450083989,"Eté austral: l'Australie suffoque sous des températures record

Sydney a connu en ce dimanche de l'été austral l'une des journées les plus chaudes jamais recensées. La plus grande ville d'Australie a enregistré sa journée la plus chaude depuis 1939, avec un mercure à 47,3 degrés Celsius dans la banlieue de Penrith.

Les autorités ont interdit de faire du feu pour éviter les incendies de forêt qui sont fréquents au cours de l'été. Plusieurs sinistres se sont déclarés samedi, rasant des maisons dans les Etats de Victoria et d'Australie-Méridionale.

Durant l'été dernier (décembre 2016 à février 2017), plus de 200 records météorologiques avaient été recensés à travers le pays, entre épisodes de chaleur intense, feux de forêts et inondations.

D'après les climatologues, le changement climatique a provoqué la hausse des températures sur terre et en mer, conduisant à des épisodes météorologiques extrêmes.

Du fait de sa population relativement faible (24 millions d'habitants) eu égard à la taille de son territoire, et de sa très forte dépendance au charbon, l'Australie est un des pires émetteurs per capita de gaz à effet de serre.",Photo,,,"01/10/2018 05:00:00 AM"," ",219377,206347,0,383600,360713,0,13612,8334,9415,33,36,358304,203684,0,0,12941,0,0,0,0,0,0,0,0,0,0,245,6272,53,254,6272,59,3776,4980,,,4167,5248,,,26,10,,,24,9,,
169799706487474_1233804276753673,https://www.facebook.com/CGTNFrancais/videos/1233804276753673/,"Le géant sud-africain des télécommunications, #MTN, affirme avoir atteint des vitesses de téléchargement de plus de 20 gigabits par seconde lors de son premier essai de la technologie #5G de cinquième génération. C'est le plus haut niveau atteint par un réseau de téléphonie mobile sur le continent africain.",Video,,,"01/10/2018 05:00:00 AM"," ",27355,27058,0,44908,44552,0,1102,956,1503,0,0,42517,25566,0,0,942,39,39,0,0,1652,1772,0,0,3661,144062,14,190,2,14,195,2,813,10,391,,1050,10,443,,,,,,,,,
169799706487474_1233779486756152,https://www.facebook.com/CGTNFrancais/videos/1233779486756152/,"Le Haut Commissariat des Nations unies pour les réfugiés a appelé mardi #Israël à trouver une solution à son problème de migrants africains. L'organisme a déclaré qu'Israël devrait mettre un terme aux plans visant à renvoyer de force des dizaines de milliers de migrants en #Afrique.",Video,,,"01/10/2018 04:30:00 AM"," ",28472,28242,0,49619,49310,0,1943,1815,3220,4,4,48253,27702,0,0,1682,201,211,0,0,2104,2262,0,0,3836,55294,13,201,5,15,209,6,1569,6,983,,2108,6,1106,,2,2,,,2,2,,
169799706487474_1233812040086230,https://www.facebook.com/CGTNFrancais/posts/1233812040086230,"Suivez-nous sur Instagram : cgtnfrancais !
Vous connaissiez les nouilles instantanées ? Voici la fondue chinoise instantanée ! Ces boîtes individuelles auto chauffantes, qui contiennent des aliments pré-cuits, un paquet chauffant qui s'active au contact de l'eau et un récipient, permettent aux amoureux de ce plat traditionnel chinois, d'en manger où ils veulent ! Le paquet chauffant peut atteindre 90 degrés celcius en 15 secondes, et faire cuire les aliments durant 10 à 20 minutes. (Photos vcg) #fondue #food #foodstagram #chinesefood #culture #gastronomie #hotpot #instant #instanthotpot",Photo,,,"01/10/2018 04:00:00 AM"," ",75756,75281,0,134694,133367,0,2700,1010,1170,5,5,131909,74540,0,0,2630,0,0,0,0,0,0,0,0,0,0,32,1760,14,33,1811,14,522,559,,,570,600,,,3,2,,,3,2,,
169799706487474_1233775586756542,https://www.facebook.com/CGTNFrancais/videos/1233775586756542/,"La Corée du Sud a déclaré que la #RPDC avait accepté d'envoyer une délégation, comprenant des athlètes, des pom-pom girls et des journalistes, aux Jeux olympiques d'hiver en Corée du Sud. Cette annonce intervient après la tenue d'une première réunion, depuis plus de 2 ans, au village frontalier de Panmunjom, réunissant de hauts fonctionnaires de la RPDC et de la Corée du Sud.",Video,,,"01/10/2018 03:30:00 AM"," ",19838,19793,0,34448,34365,0,1414,1253,2135,2,2,32305,18229,0,0,1177,60,60,0,0,2006,2119,0,0,4841,129169,11,201,,11,212,,1014,5,789,,1271,5,859,,1,1,,,1,1,,
169799706487474_1233802626753838,https://www.facebook.com/CGTNFrancais/videos/1233802626753838/,"Le gouvernement tunisien a alloué 1 million 400 mille dollars de subventions. Ce montant comprend également des provisions pour les produits de base.",Video,,,"01/10/2018 03:00:00 AM"," ",33416,32495,0,55605,54713,0,2350,2101,3795,4,5,53115,31344,0,0,2093,224,224,0,0,6391,6416,0,0,6834,108179,32,343,3,33,348,3,1880,1,1203,,2471,1,1323,,4,1,,,3,1,,
169799706487474_1233774196756681,https://www.facebook.com/CGTNFrancais/videos/1233774196756681/,"#MacronEnChine  #EmmanuelMacron Le Président français Emmanuel Macron a rencontré mardi le Président Xi Jinping, le Premier ministre Li Keqiang et d'autres hauts responsables chinois pour discuter de diverses questions, dont le commerce. Les deux dirigeants ont également supervisé la signature d'une série d'ententes commerciales. Emmanuel Macron",Video,,,"01/10/2018 02:30:00 AM"," ",31011,30747,0,53674,52964,0,1318,1117,1808,10,12,51546,29811,0,0,1148,292,294,0,0,5436,5436,0,0,7118,123134,23,252,12,26,261,17,983,13,471,,1271,13,524,,10,2,,,8,2,,
169799706487474_1233772430090191,https://www.facebook.com/CGTNFrancais/posts/1233772430090191,"Les habitants de la ville de Brno, en République Tchèque, ont fêté dimanche la journée internationale de la marche... stupide ! 

Plus de 250 personnes se sont déguisées et ont défilé en effectuant une &quot;marche stupide&quot;, selon la comédie culte Monty Python, dimanche dernier, à Brno, en République Tchèque, marquant la 6e édition de la Journée Internationale de la Marche Stupide.

Les autorités municipales ont dédié la journée aux personnes et organisations qui aident les patients souffrant de maladies psychologiques.

Le défilé était à l'origine intitulé &quot;l'Evénement de la Marche Stupide de l'année&quot;, et se tenait à Reykjavik, en Islande.",Photo,,,"01/10/2018 02:14:00 AM"," ",162483,159541,0,288027,280834,0,7139,4869,5824,19,20,277797,157995,0,0,6954,0,0,0,0,0,0,0,0,0,0,125,2506,32,127,2506,47,1554,3690,,,1845,3979,,,9,11,,,9,11,,
169799706487474_1233685720098862,https://www.facebook.com/CGTNFrancais/posts/1233685720098862,"Le ministre chinois des Affaires étrangères Wang Yi effectuera des visites officielles au #Rwanda, en #Angola, au #Gabon et à Sao Tomé-et-Principe du 12 au 16 janvier, a déclaré mardi un porte-parole du ministère des Affaires étrangères à Beijing.",Photo,,,"01/10/2018 01:30:00 AM"," ",40115,39547,0,70951,70306,0,872,371,412,8,8,69265,38973,0,0,826,0,0,0,0,0,0,0,0,0,0,14,495,6,14,495,6,212,171,,,236,176,,,5,3,,,5,3,,
169799706487474_1233835146750586,https://www.facebook.com/CGTNFrancais/videos/1233835146750586/,"Culture Express 01/10",Video,,,"01/10/2018 01:00:10 AM"," ",26624,25758,0,39719,38299,0,3340,2531,3352,4,4,33372,22189,0,0,2984,6,6,0,0,6598,6792,0,0,14077,913868,69,895,128,76,1230,178,1058,7,1982,,1244,7,2101,,,4,,,,4,,
169799706487474_1233799906754110,https://www.facebook.com/CGTNFrancais/videos/1233799906754110/,"Le gouvernement du #Nigeria intensifie le rapatriement de milliers de ses citoyens retenus en #Libye. L'exercice a commencé le week-end dernier et jusqu'à présent, plus de mille migrants ont été rapatriés chez eux.",Video,,,"01/10/2018 01:00:00 AM"," ",45807,44661,0,78125,76376,0,3726,3412,6286,8,8,74523,43237,0,0,3386,298,304,0,0,7923,7989,0,0,7915,131625,50,389,9,54,409,9,3211,4,2101,,3950,4,2332,,3,5,,,3,5,,
169799706487474_1233662716767829,https://www.facebook.com/CGTNFrancais/posts/1233662716767829,"#MacronEnChine  #EmmanuelMacron Pour cette deuxième journée de visite du Président Emmanuel Macron en Chine, la presse française annonce la signature de plusieurs accords ainsi que l'engagement de certaines entreprises chinoises à vendre des produits français en Chine. Emmanuel Macron",Photo,,,"01/10/2018 12:30:01 AM"," ",87996,87019,0,151972,150088,0,2605,1450,1684,18,18,148254,85845,0,0,2535,0,0,0,0,0,0,0,0,0,0,38,1109,8,42,1109,8,581,958,,,667,1017,,,11,7,,,11,7,,
169799706487474_1233661860101248,https://www.facebook.com/CGTNFrancais/videos/1233661860101248/,"La #Chine a donné son avis et déclaré qu'elle était contente de voir des pourparlers entre la #RPDC et la Corée du Sud. Elle a appelé la communauté internationale à soutenir ces discussions.",Video,,,"01/09/2018 11:30:00 PM"," ",12721,12684,0,22555,22462,0,520,390,576,5,7,21778,12168,0,0,453,53,54,0,0,786,816,0,0,2684,51027,8,146,1,8,152,1,355,,153,,411,,165,,3,4,,,1,4,,
169799706487474_1233664900100944,https://www.facebook.com/CGTNFrancais/videos/1233664900100944/,"Mardi matin, un #accident de train en banlieue de #Johannesburg a fait plus de 200 blessés, selon les services d'urgence. Au moins 226 personnes ont été transportées vers des hôpitaux, mais la plupart des victimes souffrent de blessures mineures d'après Nana Radebe, la porte-parole du service de gestion des urgences de la ville.",Video,,,"01/09/2018 10:30:00 PM"," ",36921,36751,0,68165,67659,0,3173,3019,5610,8,10,66154,36138,0,0,2980,541,541,0,0,4003,4147,0,0,5292,53502,27,309,3,30,326,6,2884,1,1885,1,3558,1,2050,1,4,6,,,4,4,,
169799706487474_1233660170101417,https://www.facebook.com/CGTNFrancais/posts/1233660170101417,"La République populaire démocratique de Corée (#RPDC) et la Corée du Sud ont décidé, à la fin du dialogue intercoréen qui vient de s'achever, d'organiser des discussions militaires séparées, la RPDC acceptant également d'envoyer une délégation aux Jeux olympiques d'hiver 2018 qui seront organisés par Séoul le mois prochain, a annoncé mardi le ministère sud-coréen de l'Unification.",Photo,,,"01/09/2018 09:30:00 PM"," ",65245,64006,0,112199,109419,0,1623,834,939,13,13,108095,63313,0,0,1578,0,0,0,0,0,0,0,0,0,0,20,792,5,24,804,6,449,425,,,502,437,,,5,8,,,5,8,,
169799706487474_1233659166768184,https://www.facebook.com/CGTNFrancais/videos/1233659166768184/,"#MacronEnChine  #EmmanuelMacron La Chine est ravie de la participation de la France à l'Initiative « Ceinture et Route » et elle espère que les deux pays pourront créer ensemble plus d'opportunités pour l'économie mondiale.",Video,,,"01/09/2018 08:30:01 PM"," ",14564,14524,0,25877,25834,0,497,384,588,1,1,24996,14058,0,0,450,52,54,0,0,1380,1431,0,0,3771,76179,6,130,1,6,133,1,359,2,158,,417,2,169,,,1,,,,1,,
169799706487474_1233716670095767,https://www.facebook.com/CGTNFrancais/videos/1233716670095767/,"#MacronEnChine Émission spéciale de CGTN Français sur la visite d’Emmanuel Macron en Chine",Video,,,"01/09/2018 08:00:29 PM"," ",27917,26830,0,39693,38393,0,964,789,1258,7,7,30575,19546,0,0,795,15,15,0,0,3370,3550,0,0,12576,1739868,34,220,13,36,257,17,668,4,324,,901,4,353,,5,2,,,5,2,,
169799706487474_1233658946768206,https://www.facebook.com/CGTNFrancais/posts/1233658946768206,"#LiVisit Le Premier ministre chinois Li Keqiang dit espérer voir une coopération Lancang-Mékong plus forte et davantage de progrès dans les relations sino-cambodgiennes, dans une tribune publiée mardi à Phnom Penh.",Photo,,,"01/09/2018 07:30:00 PM"," ",35324,35301,0,61020,60844,0,717,418,467,5,5,59935,34814,0,0,693,0,0,0,0,0,0,0,0,0,0,4,310,3,4,319,3,159,267,,,176,291,,,4,1,,,4,1,,
169799706487474_1233658596768241,https://www.facebook.com/CGTNFrancais/posts/1233658596768241,"#MacronEnChine  #EmmanuelMacron La Chine et la France ont convenu, mardi, de faire progresser leur partenariat stratégique global. Le Président chinois Xi Jinping et son homologue français Emmanuel Macron ont atteint ce consensus lors de leur entretien à Beijing. Emmanuel Macron",Photo,,,"01/09/2018 06:30:00 PM"," ",139490,135424,0,239622,233092,0,5396,2967,3446,16,19,230505,133510,0,0,5256,0,0,0,0,0,0,0,0,0,0,108,2454,15,113,2458,19,887,2294,,,989,2457,,,13,5,,1,10,5,,1
169799706487474_1232915530175881,https://www.facebook.com/CGTNFrancais/videos/1232915530175881/,"#TopCGTN Le concours avec l'avalanche, c'est incroyable !",Video,,,"01/09/2018 03:00:00 PM"," ",54061,53139,0,86354,85084,0,4523,3887,6883,3,3,83442,52162,0,0,4219,4907,4907,0,0,9481,9582,0,0,8455,21246,108,951,7,117,974,8,3572,2,2252,,4466,2,2415,,2,1,,,2,1,,
169799706487474_1232914830175951,https://www.facebook.com/CGTNFrancais/videos/1232914830175951/,"#TopCGTN Le spectacle de Kung-fu-la danse d'éventail",Video,,,"01/09/2018 02:00:00 PM"," ",105911,100830,0,179416,169896,0,8004,6698,12400,13,13,166155,98069,0,0,7314,5585,5623,0,0,23460,25054,0,0,9625,49641,419,2199,36,428,2199,37,6247,1,3948,,8079,1,4320,,5,8,,,5,8,,
169799706487474_1232933796840721,https://www.facebook.com/CGTNFrancais/videos/1232933796840721/,"C'est en mars que l'Égypte organisera une élection présidentielle. Le président sortant Abdel Fattah al-Sissi devrait d'ailleurs effectuer un second mandat. Le calendrier de l'élection présidentielle égyptienne a été annoncé lundi. Lors d'une conférence de presse au Caire, l'Autorité électorale égyptienne a fait part des exigences requises pour les candidats à la présidence et a fixé la date du vote au 26 mars.",Video,,,"01/09/2018 01:07:00 PM"," ",19353,19183,0,37123,36800,0,929,775,1211,1,1,35446,18295,0,0,844,47,47,0,0,1700,1772,0,0,4476,126377,7,176,6,7,183,7,706,1,260,,920,2,289,,1,,,,1,,,
169799706487474_1232932666840834,https://www.facebook.com/CGTNFrancais/videos/1232932666840834/,"Pour le continent africain, le plan de réformes économiques présenté par le Président Xi Jinping lors de son discours du Nouvel an, est une philosophie à suivre. Voici le témoignage d'un expert égyptien.",Video,,,"01/09/2018 12:06:00 PM"," ",28738,28521,0,51378,50951,0,1930,1641,2749,2,2,49163,27536,0,0,1718,130,133,0,0,2855,3030,0,0,5520,136894,26,343,3,27,347,3,1420,2,867,,1809,3,937,,1,1,,,1,1,,
169799706487474_1232922860175148,https://www.facebook.com/CGTNFrancais/videos/1232922860175148/,"#CorrespondantsSpéciaux L’Éthiopie possède un calendrier unique. Selon le calendrier éthiopien, la fête de Guénna équivaut à Noël, et tombe le 7 janvier du calendrier grégorien. Les chrétiens orthodoxes éthiopiens célèbrent la fête avec différentes festivités traditionnelles pour commémorer la naissance de Jésus Christ.",Video,,,"01/09/2018 11:00:00 AM"," ",31514,30605,0,59151,57591,0,1910,1679,3053,2,2,55934,29714,0,0,1718,184,185,0,0,4053,4386,0,0,6547,131070,26,300,6,28,315,6,1560,,893,,2040,,1013,,1,1,,,1,1,,
169799706487474_1232921313508636,https://www.facebook.com/CGTNFrancais/videos/1232921313508636/,"#CorrespondantsSpéciaux Alors que le président français Emmanuel Macron a entamé sa visite d'État de trois jours en Chine, nous sommes partis à la rencontre des Français, lors d'un micro-trottoir, pour comprendre leurs perceptions de cette relation parfois complexe mais hautement importante.",Video,,,"01/09/2018 10:00:00 AM"," ",17106,17000,0,31271,31064,0,1071,923,1607,2,2,30253,16567,0,0,926,202,208,0,0,1593,1681,0,0,3693,29971,17,191,2,19,193,2,810,1,488,,1073,1,533,,,2,,,,2,,
169799706487474_1232920413508726,https://www.facebook.com/CGTNFrancais/videos/1232920413508726/,"Au large des côtes de la Chine, les efforts multiplient pour contrôler un important incendie qui fait rage sur un pétrolier iranien.",Video,,,"01/09/2018 09:00:00 AM"," ",49352,48772,0,87323,86596,0,4188,3900,7350,9,9,84575,47374,0,0,3975,278,292,0,0,8194,8569,0,0,8902,172094,51,451,3,55,474,3,3726,2,2385,,4680,2,2668,,4,5,,,4,5,,
169799706487474_1232900316844069,https://www.facebook.com/CGTNFrancais/videos/1232900316844069/,"La République populaire démocratique de Corée #RPDC et la Corée du Sud organisent leurs premières négociations officielles en plus de deux années. Tout de suite plus de détails.",Video,,,"01/09/2018 07:59:00 AM"," ",22831,22812,0,42899,42786,0,1370,1171,2103,7,7,41511,21962,0,0,1223,108,109,0,0,3589,3884,0,0,6330,116819,9,256,1,14,263,2,1043,,653,,1367,,736,,1,6,,,1,6,,
169799706487474_1232899513510816,https://www.facebook.com/CGTNFrancais/videos/1232899513510816/,"#Chine Tournons-nous maintenant vers les carrières remarquables des 2 scientifiques chinois récompensés.",Video,,,"01/09/2018 07:02:00 AM"," ",42677,42400,0,74388,73663,0,3023,2719,4854,8,8,71687,40820,0,0,2745,159,162,0,0,6788,7017,0,0,8082,198697,34,455,4,35,466,4,2447,4,1675,,3051,4,1799,,4,4,,,4,4,,
169799706487474_1232847726849328,https://www.facebook.com/CGTNFrancais/posts/1232847726849328,"«Arêtez»-tout ! Ce couple chinois originaire de Ningbo, dans la province du Zhejiang, créé des sculptures d'oiseaux, de dragons, d'arbres... Avec des arêtes de poissons ! 
Le mari, Liu Yunliang, issu d'une famille de pêcheurs, a appris les techniques de son père et de son grand-père. Liu a créé plus de quarante oeuvres d'art, qui lui ont rapporté assez d'argent pour s'acheter une maison d'une valeur d'environ un million de yuans, soit 128 521 euros. #pêcheur #arête #poisson #art #oiseau #dragon #arbre #creative #création #chine #china #chinois #chinese",Photo,,,"01/09/2018 06:00:01 AM"," ",126416,125685,0,219924,218071,0,5282,3259,3786,9,10,215537,124212,0,0,5158,0,0,0,0,0,0,0,0,0,0,54,2041,3,56,2083,3,907,2580,,,1058,2728,,,6,4,,,6,3,,
169799706487474_1232897830177651,https://www.facebook.com/CGTNFrancais/posts/1232897830177651,"#TopCGTN Le véhicule conceptuel e-Palette de Toyota Motor Corp. a été introduit lors de la conférence de presse de l'entreprise au Consumer Electronics Show (CES) de 2018 à Las Vegas, Nevada, aux États-Unis, le 8 janvier 2018. Pour devenir un leader de la nouvelle économie sans conducteur, Toyota Motor Corp. a dévoilé à la fois le concept de véhicule et les grands partenaires.",Photo,,,"01/09/2018 05:00:01 AM"," ",91434,90867,0,160001,158452,0,2925,1823,2144,6,6,156310,89302,0,0,2815,0,0,0,0,0,0,0,0,0,0,51,1143,8,57,1154,8,601,1316,,,757,1387,,,3,3,,,3,3,,
169799706487474_1232899570177477,https://www.facebook.com/CGTNFrancais/posts/1232899570177477,"#Apple a-t-il organisé le ralentissement de ses anciens modèles d'iPhone dans le but de doper ses ventes? La justice française vient d'ouvrir une enquête pour &quot;obsolescence programmée&quot; visant la marque à la pomme.

Le parquet de Paris a ouvert le 5 janvier une enquête préliminaire visant Apple pour &quot;obsolescence programmée&quot; et &quot;tromperie&quot;, a appris lundi l'AFP de source judiciaire.

Cette enquête, confiée au service national des enquêtes de la Direction générale de la concurrence de la consommation et de la répression des fraudes (DGCCRF), fait suite à la plainte de l'association Halte à l'obsolescence programmée (Hop) visant Apple France.

L'association avait annoncé le 27 décembre avoir saisi le procureur de la République après que le géant américain eut admis ralentir volontairement ses anciens modèles de smartphones pour préserver leur durée de vie.

Selon sa plainte, Hop estime qu'Apple, à travers les mises à jour de ses iPhone, en réduit volontairement les performances et la durée de vie, afin d'en accélérer le remplacement. &quot;Apple a mis en place une stratégie globale d'obsolescence programmée en vue d'augmenter ses ventes&quot;, faisait valoir l'association.

Lundi, elle s'est félicitée &quot;de la décision courageuse du procureur de la République&quot;. &quot;Il s'agit de la première procédure pénale au monde contre la société, sur le fondement de l'obsolescence programmée&quot;, a affirmé à l'AFP Emile Meunier, avocat de l'association.  (avec AFP)",Photo,,,"01/09/2018 04:30:00 AM"," ",142048,139870,0,247239,244355,0,4869,2273,2646,9,9,241835,137873,0,0,4734,0,0,0,0,0,0,0,0,0,0,46,2594,16,49,2695,17,1138,1273,,,1276,1370,,,5,4,,,5,4,,
